MTU (CET/CEST);Generation - Solar [MW] Day Ahead/ Italy (IT);Generation - Solar [MW] Intraday / Italy (IT);Generation - Solar [MW] Current / Italy (IT);Generation - Wind Offshore [MW] Day Ahead/ Italy (IT);Generation - Wind Offshore [MW] Intraday / Italy (IT);Generation - Wind Offshore [MW] Current / Italy (IT);Generation - Wind Onshore [MW] Day Ahead/ Italy (IT);Generation - Wind Onshore [MW] Intraday / Italy (IT);Generation - Wind Onshore [MW] Current / Italy (IT)
03.01.2025 11:45 - 03.01.2025 12:00;6261;N/A;6151;n/e;n/e;n/e;5283;5577;n/e
03.01.2025 12:00 - 03.01.2025 12:15;6271;N/A;6195;n/e;n/e;n/e;5420;5601;n/e
03.01.2025 12:15 - 03.01.2025 12:30;6234;N/A;6126;n/e;n/e;n/e;5510;5671;n/e
03.01.2025 12:30 - 03.01.2025 12:45;6177;N/A;6109;n/e;n/e;n/e;5486;5632;n/e
03.01.2025 12:45 - 03.01.2025 13:00;6181;N/A;6089;n/e;n/e;n/e;5550;5816;n/e
03.01.2025 13:00 - 03.01.2025 13:15;6039;N/A;6001;n/e;n/e;n/e;5668;6050;n/e
03.01.2025 13:15 - 03.01.2025 13:30;5764;N/A;5645;n/e;n/e;n/e;5673;6128;n/e
03.01.2025 13:30 - 03.01.2025 13:45;5488;N/A;5421;n/e;n/e;n/e;5673;6249;n/e
03.01.2025 13:45 - 03.01.2025 14:00;5170;N/A;5101;n/e;n/e;n/e;5688;6286;n/e
03.01.2025 14:00 - 03.01.2025 14:15;4731;N/A;4706;n/e;n/e;n/e;5981;6351;n/e
03.01.2025 14:15 - 03.01.2025 14:30;4205;N/A;4202;n/e;n/e;n/e;6164;6301;n/e
03.01.2025 14:30 - 03.01.2025 14:45;3673;N/A;3715;n/e;n/e;n/e;6045;6209;n/e
03.01.2025 14:45 - 03.01.2025 15:00;3136;N/A;3198;n/e;n/e;n/e;6032;6085;n/e
03.01.2025 15:00 - 03.01.2025 15:15;2756;N/A;2699;n/e;n/e;n/e;5965;5891;n/e
03.01.2025 15:15 - 03.01.2025 15:30;2221;N/A;2204;n/e;n/e;n/e;5822;6021;n/e
03.01.2025 15:30 - 03.01.2025 15:45;1745;N/A;1691;n/e;n/e;n/e;5664;5888;n/e
03.01.2025 15:45 - 03.01.2025 16:00;1186;N/A;1175;n/e;n/e;n/e;5694;5555;n/e
03.01.2025 16:00 - 03.01.2025 16:15;730;N/A;694;n/e;n/e;n/e;5576;5544;n/e
03.01.2025 16:15 - 03.01.2025 16:30;324;N/A;294;n/e;n/e;n/e;5525;5402;n/e
03.01.2025 16:30 - 03.01.2025 16:45;97;N/A;79;n/e;n/e;n/e;5345;5321;n/e
03.01.2025 16:45 - 03.01.2025 17:00;6;N/A;5;n/e;n/e;n/e;5176;5164;n/e
03.01.2025 17:00 - 03.01.2025 17:15;9;N/A;8;n/e;n/e;n/e;5173;5135;n/e
03.01.2025 17:15 - 03.01.2025 17:30;0;N/A;1;n/e;n/e;n/e;5081;5149;n/e
03.01.2025 17:30 - 03.01.2025 17:45;1;N/A;1;n/e;n/e;n/e;5056;5212;n/e
03.01.2025 17:45 - 03.01.2025 18:00;0;N/A;0;n/e;n/e;n/e;5015;5119;n/e
03.01.2025 18:00 - 03.01.2025 18:15;0;N/A;0;n/e;n/e;n/e;4907;4982;n/e
03.01.2025 18:15 - 03.01.2025 18:30;0;N/A;0;n/e;n/e;n/e;4805;4946;n/e
03.01.2025 18:30 - 03.01.2025 18:45;0;N/A;0;n/e;n/e;n/e;4783;4720;n/e
03.01.2025 18:45 - 03.01.2025 19:00;0;N/A;0;n/e;n/e;n/e;4771;4402;n/e
03.01.2025 19:00 - 03.01.2025 19:15;0;N/A;0;n/e;n/e;n/e;4579;3940;n/e
03.01.2025 19:15 - 03.01.2025 19:30;0;N/A;0;n/e;n/e;n/e;4434;3799;n/e
03.01.2025 19:30 - 03.01.2025 19:45;0;N/A;0;n/e;n/e;n/e;3931;3639;n/e
03.01.2025 19:45 - 03.01.2025 20:00;0;N/A;0;n/e;n/e;n/e;3735;3416;n/e
03.01.2025 20:00 - 03.01.2025 20:15;0;N/A;0;n/e;n/e;n/e;3436;3327;n/e
03.01.2025 20:15 - 03.01.2025 20:30;0;N/A;0;n/e;n/e;n/e;3275;3367;n/e
03.01.2025 20:30 - 03.01.2025 20:45;0;N/A;0;n/e;n/e;n/e;3246;3482;n/e
03.01.2025 20:45 - 03.01.2025 21:00;0;N/A;0;n/e;n/e;n/e;2875;3179;n/e
03.01.2025 21:00 - 03.01.2025 21:15;0;N/A;0;n/e;n/e;n/e;2836;3085;n/e
03.01.2025 21:15 - 03.01.2025 21:30;0;N/A;0;n/e;n/e;n/e;2833;2973;n/e
03.01.2025 21:30 - 03.01.2025 21:45;0;N/A;0;n/e;n/e;n/e;2883;2993;n/e
03.01.2025 21:45 - 03.01.2025 22:00;0;N/A;0;n/e;n/e;n/e;2987;3019;n/e
03.01.2025 22:00 - 03.01.2025 22:15;0;N/A;0;n/e;n/e;n/e;2897;2964;n/e
03.01.2025 22:15 - 03.01.2025 22:30;0;N/A;0;n/e;n/e;n/e;2828;2827;n/e
03.01.2025 22:30 - 03.01.2025 22:45;0;N/A;0;n/e;n/e;n/e;2909;2642;n/e
03.01.2025 22:45 - 03.01.2025 23:00;0;N/A;0;n/e;n/e;n/e;2944;2522;n/e
03.01.2025 23:00 - 03.01.2025 23:15;0;N/A;0;n/e;n/e;n/e;2844;2465;n/e
03.01.2025 23:15 - 03.01.2025 23:30;0;N/A;0;n/e;n/e;n/e;2773;2418;n/e
03.01.2025 23:30 - 03.01.2025 23:45;0;N/A;0;n/e;n/e;n/e;2617;2409;n/e
03.01.2025 23:45 - 04.01.2025 00:00;0;N/A;0;n/e;n/e;n/e;2574;2352;n/e
04.01.2025 00:00 - 04.01.2025 00:15;0;N/A;0;n/e;n/e;n/e;1930;1930;n/e
04.01.2025 00:15 - 04.01.2025 00:30;0;N/A;0;n/e;n/e;n/e;1928;1928;n/e
04.01.2025 00:30 - 04.01.2025 00:45;0;N/A;0;n/e;n/e;n/e;1988;1988;n/e
04.01.2025 00:45 - 04.01.2025 01:00;0;N/A;0;n/e;n/e;n/e;1929;1929;n/e
04.01.2025 01:00 - 04.01.2025 01:15;0;N/A;0;n/e;n/e;n/e;1839;1839;n/e
04.01.2025 01:15 - 04.01.2025 01:30;0;N/A;0;n/e;n/e;n/e;1775;1775;n/e
04.01.2025 01:30 - 04.01.2025 01:45;0;N/A;0;n/e;n/e;n/e;1690;1690;n/e
04.01.2025 01:45 - 04.01.2025 02:00;0;N/A;0;n/e;n/e;n/e;1634;1634;n/e
04.01.2025 02:00 - 04.01.2025 02:15;0;N/A;0;n/e;n/e;n/e;1608;1608;n/e
04.01.2025 02:15 - 04.01.2025 02:30;0;N/A;0;n/e;n/e;n/e;1609;1609;n/e
04.01.2025 02:30 - 04.01.2025 02:45;0;N/A;0;n/e;n/e;n/e;1581;1581;n/e
04.01.2025 02:45 - 04.01.2025 03:00;0;N/A;0;n/e;n/e;n/e;1558;1558;n/e
04.01.2025 03:00 - 04.01.2025 03:15;0;N/A;0;n/e;n/e;n/e;1559;1559;n/e
04.01.2025 03:15 - 04.01.2025 03:30;0;N/A;0;n/e;n/e;n/e;1567;1567;n/e
04.01.2025 03:30 - 04.01.2025 03:45;0;N/A;0;n/e;n/e;n/e;1553;1553;n/e
04.01.2025 03:45 - 04.01.2025 04:00;0;N/A;0;n/e;n/e;n/e;1507;1507;n/e
04.01.2025 04:00 - 04.01.2025 04:15;0;N/A;0;n/e;n/e;n/e;1511;1406;n/e
04.01.2025 04:15 - 04.01.2025 04:30;0;N/A;0;n/e;n/e;n/e;1510;1427;n/e
04.01.2025 04:30 - 04.01.2025 04:45;0;N/A;0;n/e;n/e;n/e;1503;1370;n/e
04.01.2025 04:45 - 04.01.2025 05:00;0;N/A;0;n/e;n/e;n/e;1383;1325;n/e
04.01.2025 05:00 - 04.01.2025 05:15;0;N/A;0;n/e;n/e;n/e;1386;1389;n/e
04.01.2025 05:15 - 04.01.2025 05:30;0;N/A;0;n/e;n/e;n/e;1423;1406;n/e
04.01.2025 05:30 - 04.01.2025 05:45;0;N/A;0;n/e;n/e;n/e;1452;1417;n/e
04.01.2025 05:45 - 04.01.2025 06:00;0;N/A;0;n/e;n/e;n/e;1446;1354;n/e
04.01.2025 06:00 - 04.01.2025 06:15;0;N/A;0;n/e;n/e;n/e;1430;1202;n/e
04.01.2025 06:15 - 04.01.2025 06:30;0;N/A;0;n/e;n/e;n/e;1366;1195;n/e
04.01.2025 06:30 - 04.01.2025 06:45;0;N/A;0;n/e;n/e;n/e;1412;1123;n/e
04.01.2025 06:45 - 04.01.2025 07:00;2;N/A;0;n/e;n/e;n/e;1440;1178;n/e
04.01.2025 07:00 - 04.01.2025 07:15;1;N/A;0;n/e;n/e;n/e;1263;1108;n/e
04.01.2025 07:15 - 04.01.2025 07:30;4;N/A;3;n/e;n/e;n/e;1236;1132;n/e
04.01.2025 07:30 - 04.01.2025 07:45;34;N/A;36;n/e;n/e;n/e;1160;1056;n/e
04.01.2025 07:45 - 04.01.2025 08:00;156;N/A;84;n/e;n/e;n/e;1100;1047;n/e
04.01.2025 08:00 - 04.01.2025 08:15;532;N/A;517;n/e;n/e;n/e;1081;1043;n/e
04.01.2025 08:15 - 04.01.2025 08:30;1017;N/A;974;n/e;n/e;n/e;1074;1025;n/e
04.01.2025 08:30 - 04.01.2025 08:45;1509;N/A;1438;n/e;n/e;n/e;1223;916;n/e
04.01.2025 08:45 - 04.01.2025 09:00;2149;N/A;2076;n/e;n/e;n/e;1286;900;n/e
04.01.2025 09:00 - 04.01.2025 09:15;2807;N/A;2703;n/e;n/e;n/e;1291;868;n/e
04.01.2025 09:15 - 04.01.2025 09:30;3379;N/A;3346;n/e;n/e;n/e;1295;1071;n/e
04.01.2025 09:30 - 04.01.2025 09:45;3987;N/A;3925;n/e;n/e;n/e;1331;1176;n/e
04.01.2025 09:45 - 04.01.2025 10:00;4610;N/A;4508;n/e;n/e;n/e;1452;1272;n/e
04.01.2025 10:00 - 04.01.2025 10:15;5114;N/A;5022;n/e;n/e;n/e;1410;1267;n/e
04.01.2025 10:15 - 04.01.2025 10:30;5503;N/A;5416;n/e;n/e;n/e;1406;1246;n/e
04.01.2025 10:30 - 04.01.2025 10:45;6037;N/A;5825;n/e;n/e;n/e;1521;1186;n/e
04.01.2025 10:45 - 04.01.2025 11:00;6445;N/A;6157;n/e;n/e;n/e;1651;1153;n/e
04.01.2025 11:00 - 04.01.2025 11:15;6628;N/A;6373;n/e;n/e;n/e;1696;1185;n/e
04.01.2025 11:15 - 04.01.2025 11:30;6746;N/A;6527;n/e;n/e;n/e;1611;1297;n/e
04.01.2025 11:30 - 04.01.2025 11:45;7001;N/A;6622;n/e;n/e;n/e;1691;1358;n/e
04.01.2025 11:45 - 04.01.2025 12:00;7023;N/A;6848;n/e;n/e;n/e;1757;1403;n/e
04.01.2025 12:00 - 04.01.2025 12:15;7118;N/A;6917;n/e;n/e;n/e;1774;1819;n/e
04.01.2025 12:15 - 04.01.2025 12:30;7116;N/A;6935;n/e;n/e;n/e;1784;1786;n/e
04.01.2025 12:30 - 04.01.2025 12:45;7128;N/A;6934;n/e;n/e;n/e;1792;1778;n/e
04.01.2025 12:45 - 04.01.2025 13:00;7148;N/A;6872;n/e;n/e;n/e;1769;1762;n/e
04.01.2025 13:00 - 04.01.2025 13:15;7079;N/A;6635;n/e;n/e;n/e;1721;1726;n/e
04.01.2025 13:15 - 04.01.2025 13:30;6872;N/A;6316;n/e;n/e;n/e;1727;1724;n/e
04.01.2025 13:30 - 04.01.2025 13:45;6515;N/A;6102;n/e;n/e;n/e;1675;1711;n/e
04.01.2025 13:45 - 04.01.2025 14:00;6124;N/A;5841;n/e;n/e;n/e;1587;1653;n/e
04.01.2025 14:00 - 04.01.2025 14:15;5718;N/A;5467;n/e;n/e;n/e;1589;1670;n/e
04.01.2025 14:15 - 04.01.2025 14:30;5198;N/A;4893;n/e;n/e;n/e;1543;1587;n/e
04.01.2025 14:30 - 04.01.2025 14:45;4640;N/A;4304;n/e;n/e;n/e;1570;1523;n/e
04.01.2025 14:45 - 04.01.2025 15:00;3953;N/A;3576;n/e;n/e;n/e;1456;1540;n/e
04.01.2025 15:00 - 04.01.2025 15:15;3308;N/A;3045;n/e;n/e;n/e;1567;1451;n/e
04.01.2025 15:15 - 04.01.2025 15:30;2716;N/A;2466;n/e;n/e;n/e;1542;1390;n/e
04.01.2025 15:30 - 04.01.2025 15:45;2037;N/A;1894;n/e;n/e;n/e;1373;1171;n/e
04.01.2025 15:45 - 04.01.2025 16:00;1372;N/A;1307;n/e;n/e;n/e;1174;1146;n/e
04.01.2025 16:00 - 04.01.2025 16:15;811;N/A;819;n/e;n/e;n/e;1048;944;n/e
04.01.2025 16:15 - 04.01.2025 16:30;353;N/A;367;n/e;n/e;n/e;973;977;n/e
04.01.2025 16:30 - 04.01.2025 16:45;107;N/A;117;n/e;n/e;n/e;1004;916;n/e
04.01.2025 16:45 - 04.01.2025 17:00;12;N/A;6;n/e;n/e;n/e;821;896;n/e
04.01.2025 17:00 - 04.01.2025 17:15;5;N/A;9;n/e;n/e;n/e;849;745;n/e
04.01.2025 17:15 - 04.01.2025 17:30;0;N/A;0;n/e;n/e;n/e;711;637;n/e
04.01.2025 17:30 - 04.01.2025 17:45;0;N/A;0;n/e;n/e;n/e;641;623;n/e
04.01.2025 17:45 - 04.01.2025 18:00;0;N/A;0;n/e;n/e;n/e;717;689;n/e
04.01.2025 18:00 - 04.01.2025 18:15;0;N/A;0;n/e;n/e;n/e;679;636;n/e
04.01.2025 18:15 - 04.01.2025 18:30;0;N/A;0;n/e;n/e;n/e;671;584;n/e
04.01.2025 18:30 - 04.01.2025 18:45;0;N/A;0;n/e;n/e;n/e;610;603;n/e
04.01.2025 18:45 - 04.01.2025 19:00;0;N/A;0;n/e;n/e;n/e;586;605;n/e
04.01.2025 19:00 - 04.01.2025 19:15;0;N/A;0;n/e;n/e;n/e;595;624;n/e
04.01.2025 19:15 - 04.01.2025 19:30;0;N/A;0;n/e;n/e;n/e;647;636;n/e
04.01.2025 19:30 - 04.01.2025 19:45;0;N/A;0;n/e;n/e;n/e;655;649;n/e
04.01.2025 19:45 - 04.01.2025 20:00;0;N/A;0;n/e;n/e;n/e;740;625;n/e
04.01.2025 20:00 - 04.01.2025 20:15;0;N/A;0;n/e;n/e;n/e;700;636;n/e
04.01.2025 20:15 - 04.01.2025 20:30;0;N/A;0;n/e;n/e;n/e;664;639;n/e
04.01.2025 20:30 - 04.01.2025 20:45;0;N/A;0;n/e;n/e;n/e;645;639;n/e
04.01.2025 20:45 - 04.01.2025 21:00;0;N/A;0;n/e;n/e;n/e;641;640;n/e
04.01.2025 21:00 - 04.01.2025 21:15;0;N/A;0;n/e;n/e;n/e;599;675;n/e
04.01.2025 21:15 - 04.01.2025 21:30;0;N/A;0;n/e;n/e;n/e;563;686;n/e
04.01.2025 21:30 - 04.01.2025 21:45;0;N/A;0;n/e;n/e;n/e;570;684;n/e
04.01.2025 21:45 - 04.01.2025 22:00;0;N/A;0;n/e;n/e;n/e;575;690;n/e
04.01.2025 22:00 - 04.01.2025 22:15;0;N/A;0;n/e;n/e;n/e;600;690;n/e
04.01.2025 22:15 - 04.01.2025 22:30;0;N/A;0;n/e;n/e;n/e;600;707;n/e
04.01.2025 22:30 - 04.01.2025 22:45;0;N/A;0;n/e;n/e;n/e;653;712;n/e
04.01.2025 22:45 - 04.01.2025 23:00;0;N/A;0;n/e;n/e;n/e;657;704;n/e
04.01.2025 23:00 - 04.01.2025 23:15;0;N/A;0;n/e;n/e;n/e;680;726;n/e
04.01.2025 23:15 - 04.01.2025 23:30;0;N/A;0;n/e;n/e;n/e;716;728;n/e
04.01.2025 23:30 - 04.01.2025 23:45;0;N/A;0;n/e;n/e;n/e;703;752;n/e
04.01.2025 23:45 - 05.01.2025 00:00;0;N/A;0;n/e;n/e;n/e;721;668;n/e
05.01.2025 00:00 - 05.01.2025 00:15;0;N/A;0;n/e;n/e;n/e;672;672;n/e
05.01.2025 00:15 - 05.01.2025 00:30;0;N/A;0;n/e;n/e;n/e;691;691;n/e
05.01.2025 00:30 - 05.01.2025 00:45;0;N/A;0;n/e;n/e;n/e;670;670;n/e
05.01.2025 00:45 - 05.01.2025 01:00;0;N/A;0;n/e;n/e;n/e;667;667;n/e
05.01.2025 01:00 - 05.01.2025 01:15;0;N/A;0;n/e;n/e;n/e;653;653;n/e
05.01.2025 01:15 - 05.01.2025 01:30;0;N/A;0;n/e;n/e;n/e;659;659;n/e
05.01.2025 01:30 - 05.01.2025 01:45;0;N/A;0;n/e;n/e;n/e;663;663;n/e
05.01.2025 01:45 - 05.01.2025 02:00;0;N/A;0;n/e;n/e;n/e;665;665;n/e
05.01.2025 02:00 - 05.01.2025 02:15;0;N/A;0;n/e;n/e;n/e;747;747;n/e
05.01.2025 02:15 - 05.01.2025 02:30;0;N/A;0;n/e;n/e;n/e;771;771;n/e
05.01.2025 02:30 - 05.01.2025 02:45;0;N/A;0;n/e;n/e;n/e;798;798;n/e
05.01.2025 02:45 - 05.01.2025 03:00;0;N/A;0;n/e;n/e;n/e;813;813;n/e
05.01.2025 03:00 - 05.01.2025 03:15;0;N/A;0;n/e;n/e;n/e;829;829;n/e
05.01.2025 03:15 - 05.01.2025 03:30;0;N/A;0;n/e;n/e;n/e;832;832;n/e
05.01.2025 03:30 - 05.01.2025 03:45;0;N/A;0;n/e;n/e;n/e;853;853;n/e
05.01.2025 03:45 - 05.01.2025 04:00;0;N/A;0;n/e;n/e;n/e;816;816;n/e
05.01.2025 04:00 - 05.01.2025 04:15;0;N/A;0;n/e;n/e;n/e;793;871;n/e
05.01.2025 04:15 - 05.01.2025 04:30;0;N/A;0;n/e;n/e;n/e;790;863;n/e
05.01.2025 04:30 - 05.01.2025 04:45;0;N/A;0;n/e;n/e;n/e;793;900;n/e
05.01.2025 04:45 - 05.01.2025 05:00;0;N/A;0;n/e;n/e;n/e;796;901;n/e
05.01.2025 05:00 - 05.01.2025 05:15;0;N/A;0;n/e;n/e;n/e;808;896;n/e
05.01.2025 05:15 - 05.01.2025 05:30;0;N/A;0;n/e;n/e;n/e;805;905;n/e
05.01.2025 05:30 - 05.01.2025 05:45;0;N/A;0;n/e;n/e;n/e;822;910;n/e
05.01.2025 05:45 - 05.01.2025 06:00;0;N/A;0;n/e;n/e;n/e;807;904;n/e
05.01.2025 06:00 - 05.01.2025 06:15;0;N/A;0;n/e;n/e;n/e;817;912;n/e
05.01.2025 06:15 - 05.01.2025 06:30;0;N/A;0;n/e;n/e;n/e;800;913;n/e
05.01.2025 06:30 - 05.01.2025 06:45;0;N/A;0;n/e;n/e;n/e;806;906;n/e
05.01.2025 06:45 - 05.01.2025 07:00;0;N/A;0;n/e;n/e;n/e;829;898;n/e
05.01.2025 07:00 - 05.01.2025 07:15;0;N/A;0;n/e;n/e;n/e;902;949;n/e
05.01.2025 07:15 - 05.01.2025 07:30;0;N/A;4;n/e;n/e;n/e;984;972;n/e
05.01.2025 07:30 - 05.01.2025 07:45;45;N/A;55;n/e;n/e;n/e;1145;1137;n/e
05.01.2025 07:45 - 05.01.2025 08:00;105;N/A;125;n/e;n/e;n/e;1127;1098;n/e
05.01.2025 08:00 - 05.01.2025 08:15;498;N/A;517;n/e;n/e;n/e;965;1017;n/e
05.01.2025 08:15 - 05.01.2025 08:30;866;N/A;951;n/e;n/e;n/e;912;1016;n/e
05.01.2025 08:30 - 05.01.2025 08:45;1294;N/A;1419;n/e;n/e;n/e;880;969;n/e
05.01.2025 08:45 - 05.01.2025 09:00;1770;N/A;1904;n/e;n/e;n/e;1023;936;n/e
05.01.2025 09:00 - 05.01.2025 09:15;2252;N/A;2403;n/e;n/e;n/e;1019;947;n/e
05.01.2025 09:15 - 05.01.2025 09:30;2725;N/A;2904;n/e;n/e;n/e;1105;1008;n/e
05.01.2025 09:30 - 05.01.2025 09:45;3138;N/A;3335;n/e;n/e;n/e;1064;1051;n/e
05.01.2025 09:45 - 05.01.2025 10:00;3479;N/A;3677;n/e;n/e;n/e;1081;1163;n/e
05.01.2025 10:00 - 05.01.2025 10:15;3833;N/A;4081;n/e;n/e;n/e;1222;1191;n/e
05.01.2025 10:15 - 05.01.2025 10:30;4039;N/A;4321;n/e;n/e;n/e;1495;1244;n/e
05.01.2025 10:30 - 05.01.2025 10:45;4319;N/A;4559;n/e;n/e;n/e;1555;1366;n/e
05.01.2025 10:45 - 05.01.2025 11:00;4525;N/A;4910;n/e;n/e;n/e;1481;1389;n/e
05.01.2025 11:00 - 05.01.2025 11:15;4701;N/A;4971;n/e;n/e;n/e;1659;1376;n/e
05.01.2025 11:15 - 05.01.2025 11:30;4651;N/A;4916;n/e;n/e;n/e;1767;1515;n/e
05.01.2025 11:30 - 05.01.2025 11:45;4615;N/A;4913;n/e;n/e;n/e;1821;1659;n/e
05.01.2025 11:45 - 05.01.2025 12:00;4670;N/A;4821;n/e;n/e;n/e;1951;1823;n/e
05.01.2025 12:00 - 05.01.2025 12:15;4627;N/A;4821;n/e;n/e;n/e;1934;1853;n/e
05.01.2025 12:15 - 05.01.2025 12:30;4482;N/A;4794;n/e;n/e;n/e;2003;1855;n/e
05.01.2025 12:30 - 05.01.2025 12:45;4444;N/A;4717;n/e;n/e;n/e;2096;1877;n/e
05.01.2025 12:45 - 05.01.2025 13:00;4410;N/A;4666;n/e;n/e;n/e;2072;1853;n/e
05.01.2025 13:00 - 05.01.2025 13:15;4275;N/A;4480;n/e;n/e;n/e;2213;1942;n/e
05.01.2025 13:15 - 05.01.2025 13:30;4085;N/A;4341;n/e;n/e;n/e;2235;2064;n/e
05.01.2025 13:30 - 05.01.2025 13:45;3879;N/A;4109;n/e;n/e;n/e;2281;2087;n/e
05.01.2025 13:45 - 05.01.2025 14:00;3770;N/A;3941;n/e;n/e;n/e;2266;2058;n/e
05.01.2025 14:00 - 05.01.2025 14:15;3436;N/A;3573;n/e;n/e;n/e;2346;2082;n/e
05.01.2025 14:15 - 05.01.2025 14:30;3173;N/A;3290;n/e;n/e;n/e;2410;2101;n/e
05.01.2025 14:30 - 05.01.2025 14:45;2768;N/A;2806;n/e;n/e;n/e;2495;2174;n/e
05.01.2025 14:45 - 05.01.2025 15:00;2455;N/A;2511;n/e;n/e;n/e;2335;2257;n/e
05.01.2025 15:00 - 05.01.2025 15:15;2020;N/A;2027;n/e;n/e;n/e;2241;2112;n/e
05.01.2025 15:15 - 05.01.2025 15:30;1709;N/A;1744;n/e;n/e;n/e;2003;1937;n/e
05.01.2025 15:30 - 05.01.2025 15:45;1289;N/A;1314;n/e;n/e;n/e;2008;1725;n/e
05.01.2025 15:45 - 05.01.2025 16:00;911;N/A;911;n/e;n/e;n/e;1840;1701;n/e
05.01.2025 16:00 - 05.01.2025 16:15;549;N/A;548;n/e;n/e;n/e;1947;1627;n/e
05.01.2025 16:15 - 05.01.2025 16:30;290;N/A;282;n/e;n/e;n/e;1900;1624;n/e
05.01.2025 16:30 - 05.01.2025 16:45;89;N/A;90;n/e;n/e;n/e;1840;1801;n/e
05.01.2025 16:45 - 05.01.2025 17:00;7;N/A;6;n/e;n/e;n/e;1676;1754;n/e
05.01.2025 17:00 - 05.01.2025 17:15;7;N/A;14;n/e;n/e;n/e;1794;1667;n/e
05.01.2025 17:15 - 05.01.2025 17:30;0;N/A;0;n/e;n/e;n/e;1866;1560;n/e
05.01.2025 17:30 - 05.01.2025 17:45;1;N/A;0;n/e;n/e;n/e;1696;1635;n/e
05.01.2025 17:45 - 05.01.2025 18:00;0;N/A;0;n/e;n/e;n/e;1565;1639;n/e
05.01.2025 18:00 - 05.01.2025 18:15;0;N/A;0;n/e;n/e;n/e;1555;1660;n/e
05.01.2025 18:15 - 05.01.2025 18:30;0;N/A;0;n/e;n/e;n/e;1503;1581;n/e
05.01.2025 18:30 - 05.01.2025 18:45;0;N/A;0;n/e;n/e;n/e;1490;1580;n/e
05.01.2025 18:45 - 05.01.2025 19:00;0;N/A;0;n/e;n/e;n/e;1476;1522;n/e
05.01.2025 19:00 - 05.01.2025 19:15;0;N/A;0;n/e;n/e;n/e;1489;1570;n/e
05.01.2025 19:15 - 05.01.2025 19:30;0;N/A;0;n/e;n/e;n/e;1531;1572;n/e
05.01.2025 19:30 - 05.01.2025 19:45;0;N/A;0;n/e;n/e;n/e;1514;1560;n/e
05.01.2025 19:45 - 05.01.2025 20:00;0;N/A;0;n/e;n/e;n/e;1537;1599;n/e
05.01.2025 20:00 - 05.01.2025 20:15;0;N/A;0;n/e;n/e;n/e;1565;1616;n/e
05.01.2025 20:15 - 05.01.2025 20:30;0;N/A;0;n/e;n/e;n/e;1579;1682;n/e
05.01.2025 20:30 - 05.01.2025 20:45;0;N/A;0;n/e;n/e;n/e;1599;1755;n/e
05.01.2025 20:45 - 05.01.2025 21:00;0;N/A;0;n/e;n/e;n/e;1603;1797;n/e
05.01.2025 21:00 - 05.01.2025 21:15;0;N/A;0;n/e;n/e;n/e;1721;1808;n/e
05.01.2025 21:15 - 05.01.2025 21:30;0;N/A;0;n/e;n/e;n/e;1852;1896;n/e
05.01.2025 21:30 - 05.01.2025 21:45;0;N/A;0;n/e;n/e;n/e;1954;1872;n/e
05.01.2025 21:45 - 05.01.2025 22:00;0;N/A;0;n/e;n/e;n/e;1930;1755;n/e
05.01.2025 22:00 - 05.01.2025 22:15;0;N/A;0;n/e;n/e;n/e;1917;1713;n/e
05.01.2025 22:15 - 05.01.2025 22:30;0;N/A;0;n/e;n/e;n/e;1894;1802;n/e
05.01.2025 22:30 - 05.01.2025 22:45;0;N/A;0;n/e;n/e;n/e;1985;1846;n/e
05.01.2025 22:45 - 05.01.2025 23:00;0;N/A;0;n/e;n/e;n/e;1956;1895;n/e
05.01.2025 23:00 - 05.01.2025 23:15;0;N/A;0;n/e;n/e;n/e;1919;1900;n/e
05.01.2025 23:15 - 05.01.2025 23:30;0;N/A;0;n/e;n/e;n/e;1973;1934;n/e
05.01.2025 23:30 - 05.01.2025 23:45;0;N/A;0;n/e;n/e;n/e;2073;1885;n/e
05.01.2025 23:45 - 06.01.2025 00:00;0;N/A;0;n/e;n/e;n/e;2095;1881;n/e
06.01.2025 00:00 - 06.01.2025 00:15;0;N/A;0;n/e;n/e;n/e;1911;1911;n/e
06.01.2025 00:15 - 06.01.2025 00:30;0;N/A;0;n/e;n/e;n/e;1931;1931;n/e
06.01.2025 00:30 - 06.01.2025 00:45;0;N/A;0;n/e;n/e;n/e;1946;1946;n/e
06.01.2025 00:45 - 06.01.2025 01:00;0;N/A;0;n/e;n/e;n/e;1950;1950;n/e
06.01.2025 01:00 - 06.01.2025 01:15;0;N/A;0;n/e;n/e;n/e;1982;1982;n/e
06.01.2025 01:15 - 06.01.2025 01:30;0;N/A;0;n/e;n/e;n/e;2061;2061;n/e
06.01.2025 01:30 - 06.01.2025 01:45;0;N/A;0;n/e;n/e;n/e;2118;2118;n/e
06.01.2025 01:45 - 06.01.2025 02:00;0;N/A;0;n/e;n/e;n/e;2124;2124;n/e
06.01.2025 02:00 - 06.01.2025 02:15;0;N/A;0;n/e;n/e;n/e;2264;2264;n/e
06.01.2025 02:15 - 06.01.2025 02:30;0;N/A;0;n/e;n/e;n/e;2256;2256;n/e
06.01.2025 02:30 - 06.01.2025 02:45;0;N/A;0;n/e;n/e;n/e;2321;2321;n/e
06.01.2025 02:45 - 06.01.2025 03:00;0;N/A;0;n/e;n/e;n/e;2326;2326;n/e
06.01.2025 03:00 - 06.01.2025 03:15;0;N/A;0;n/e;n/e;n/e;2264;2264;n/e
